p.id	i.id	t.id	i.description	i.itemEtt	i.language	i.maxPolicyPhase	i.p.data_source	i.p.reference_text_0	i.parameter.description	i.parameter.source	i.parameter.source_rtl	i.parameter.srclang	i.parameter.target_rtl	i.parameter.trans0	i.parameter.trans0_display	i.parameter.trans1	i.parameter.trans1_display	i.parameter.trglang	i.status	i.tag	t.actualTaskTimeSeconds	t.estimatedTaskTimeMinutes	t.firstAcquireTimestamp	t.firstSubmitTimestamp	t.lastAcquireTimestamp	t.lastSubmitTimestamp	t.raterId	t.raterLogin	t.s.sys0	t.s.sys1	t.status	t.timestamp
167599221	56187992358	8649946329	芯片正常发货周期为1周以内，库存有现货部分拍下后24小时可以发货，请下单前与客服咨询。	0.5	Chinese_Simplified (CN)	0	unknown_source	In general conditions, the chips will be dispatched within 1 week, and the ones in stock can be dispatched within 24 hours, and please consult to the customer service staff before placing an order.	芯片正常发货周期为1周以内，库存有现货部分拍下后24小时可以发货，请下单前与客服咨询。	芯片正常发货周期为1周以内，库存有现货部分拍下后24小时可以发货，请下单前与客服咨询。	false	Chinese	false	The normal delivery cycle of the chip is within 1 week. The part of the inventory that is in stock can be shipped within 24 hours after it is taken. Please consult with customer service before placing an order.	The normal delivery cycle of the chip is within 1 week. The part of the inventory that is in stock can be shipped within 24 hours after it is taken. Please consult with customer service before placing an order.	The normal delivery cycle of the chip is within 1 week. The part of the inventory that is in stock can be shipped within 24 hours after it is purchased. Please consult with customer service before placing an order.	The normal delivery cycle of the chip is within 1 week. The part of the inventory that is in stock can be shipped within 24 hours after it is purchased. Please consult with customer service before placing an order.	English	Completed		140	0.5	1699584653238	1699584792757	1699584653238	1699584792757	56225225	b...r@gmail.com	2	3	Completed	1699584792757
167599221	56187992359	8650001465	另外使用混凝土检查井模块砌筑出来的检查井、排水井不容易出现坍塌，下沉，漏水等现象，井壁墙体模块机械性能稳定，操作简单，成形尺寸标准。	0.5	Chinese_Simplified (CN)	0	unknown_source	In addition, phenomena such as collapse, sink or water leakage are rare in the inspection shafts and pumping shafts laid with concrete inspection shaft modules, with stable mechanical performance in shaft wall modules, easy operation and standard forming size.	另外使用混凝土检查井模块砌筑出来的检查井、排水井不容易出现坍塌，下沉，漏水等现象，井壁墙体模块机械性能稳定，操作简单，成形尺寸标准。	另外使用混凝土检查井模块砌筑出来的检查井、排水井不容易出现坍塌，下沉，漏水等现象，井壁墙体模块机械性能稳定，操作简单，成形尺寸标准。	false	Chinese	false	In addition, the inspection well and drainage well built with concrete inspection well modules are not prone to collapse, sinking, leakage, etc. The mechanical properties of the well wall wall module are stable, the operation is simple, and the formed size is standard.	In addition, the inspection well and drainage well built with concrete inspection well modules are not prone to collapse, sinking, leakage, etc. The mechanical properties of the well wall wall module are stable, the operation is simple, and the formed size is standard.	In addition, the inspection well and drainage well built with concrete inspection well modules are not prone to collapse, sinking, leakage, etc. The mechanical properties of the well wall module are stable, the operation is simple, and the formed size is standard.	In addition, the inspection well and drainage well built with concrete inspection well modules are not prone to collapse, sinking, leakage, etc. The mechanical properties of the well wall module are stable, the operation is simple, and the formed size is standard.	English	Completed		28	0.5	1699520563966	1699520591902	1699520563966	1699520591902	57056787	f...r@gmail.com	3	5	Completed	1699520591902
167599221	56187992360	8651092369	桃胶的作用：味苦，性平，归大肠，膀胱经。	0.5	Chinese_Simplified (CN)	0	unknown_source	Functions of peach glue: bitter in taste, mild in nature, belong to the large intestine and bladder channels.	桃胶的作用：味苦，性平，归大肠，膀胱经。	桃胶的作用：味苦，性平，归大肠，膀胱经。	false	Chinese	false	Peach gum's effects: bitter in taste, mild in nature, enters the large intestine and bladder meridians.	Peach gum's effects: bitter in taste, mild in nature, enters the large intestine and bladder meridians.	The effect of peach gum: bitter taste, flat nature, enter the large intestine and bladder meridians.	The effect of peach gum: bitter taste, flat nature, enter the large intestine and bladder meridians.	English	Completed		54	0.5	1699606294208	1699606348336	1699606294208	1699606348336	53300797	q...5@gmail.com	6	4	Completed	1699606348336
167599221	56187992361	8650862913	苹果现在的隐私政策对用户很友好，会很明显的提示用户是否允许 App 获取自己的信息，大多数人的正常反应肯定是不允许。	0.5	Chinese_Simplified (CN)	0	unknown_source	Apple’s current privacy policy is very user-friendly; it will use explicit prompt to ask users whether they allow apps to access their own information; most people’s normal reaction is definitely not to allow it.	苹果现在的隐私政策对用户很友好，会很明显的提示用户是否允许 App 获取自己的信息，大多数人的正常反应肯定是不允许。	苹果现在的隐私政策对用户很友好，会很明显的提示用户是否允许 App 获取自己的信息，大多数人的正常反应肯定是不允许。	false	Chinese	false	Apple's current privacy policy is very user-friendly, and it will clearly prompt users whether to allow apps to access their own information. Most people's normal reaction is definitely not to allow it.	Apple's current privacy policy is very user-friendly, and it will clearly prompt users whether to allow apps to access their own information. Most people's normal reaction is definitely not to allow it.	Apple's current privacy policy is very user-friendly, and it will clearly prompt users whether to allow apps to access their own information. Most people's normal reaction is to deny access.	Apple's current privacy policy is very user-friendly, and it will clearly prompt users whether to allow apps to access their own information. Most people's normal reaction is to deny access.	English	Completed		73	0.5	1699588930573	1699589003076	1699588930573	1699589003076	56225225	b...r@gmail.com	4	3	Completed	1699589003076
167599221	56187992362	10650418023	口水鸡应该是熟的，但收到的是生肉，没办法吃	0.5	Chinese_Simplified (CN)	0	unknown_source	Poached Chicken with Chili Sauce is supposed to be fully cooked, but what I received is raw and inedible.	口水鸡应该是熟的，但收到的是生肉，没办法吃	口水鸡应该是熟的，但收到的是生肉，没办法吃	false	Chinese	false	The saliva chicken should be cooked, but the raw meat was received and cannot be eaten.	The saliva chicken should be cooked, but the raw meat was received and cannot be eaten.	"The saliva chicken should be cooked, but the raw meat was received and cannot be eaten.The translation is incorrect. ""saliva chicken"" is a mistranslation. The correct translation is ""Squirting chicken""."	"The saliva chicken should be cooked, but the raw meat was received and cannot be eaten.The translation is incorrect. ""saliva chicken"" is a mistranslation. The correct translation is ""Squirting chicken""."	English	Completed		61	0.5	1699541939527	1699542000051	1699541939527	1699542000051	56225225	b...r@gmail.com	3	3	Completed	1699542000051
167599221	56187992363	10650434144	其中，27位沙特艺术家的作品数量占本次展品总量的四成以上，囊括绘画、装置艺术和表演艺术等多种形式；12位中国艺术家的作品同样备受关注，有的艺术家以新颖的方式使用回收材料进行创作，例如徐冰在《背后的故事系列之溪山无尽图 》 （ 2014）中，用废弃物重构了一幅经典山水画。	0.5	Chinese_Simplified (CN)	0	unknown_source	In which the number of the works of the 27 artists from Saudi Arabia accounts for more than 40% of the total number of the exhibits, including various art forms such as drawing, installation art and performing art; the works of the 12 Chinese artists also attracted much attention, and some artists create with recycled materials in an innovative way; for example, Xu Bing reconstructed a classic landscape painting with wastes in Behind the Story Series, Picture of Endless Streams and Mountains (2014).	其中，27位沙特艺术家的作品数量占本次展品总量的四成以上，囊括绘画、装置艺术和表演艺术等多种形式；12位中国艺术家的作品同样备受关注，有的艺术家以新颖的方式使用回收材料进行创作，例如徐冰在《背后的故事系列之溪山无尽图 》 （ 2014）中，用废弃物重构了一幅经典山水画。	其中，27位沙特艺术家的作品数量占本次展品总量的四成以上，囊括绘画、装置艺术和表演艺术等多种形式；12位中国艺术家的作品同样备受关注，有的艺术家以新颖的方式使用回收材料进行创作，例如徐冰在《背后的故事系列之溪山无尽图 》 （ 2014）中，用废弃物重构了一幅经典山水画。	false	Chinese	false	Of the 27 Saudi artists, their works account for more than 40% of the total number of exhibits, including paintings, installations and performance art. The works of 12 Chinese artists are also attracting attention. Some artists use recycled materials in a novel way to create works, such as Xu Bing's The Endless Picture of Mountains and Rivers in the Series of Stories Behind (2014), which reconstructs a classic landscape painting with waste.The original translation is not good. It is too literal and does not flow well. The new translation is more natural and easier to read.	Of the 27 Saudi artists, their works account for more than 40% of the total number of exhibits, including paintings, installations and performance art. The works of 12 Chinese artists are also attracting attention. Some artists use recycled materials in a novel way to create works, such as Xu Bing's The Endless Picture of Mountains and Rivers in the Series of Stories Behind (2014), which reconstructs a classic landscape painting with waste.The original translation is not good. It is too literal and does not flow well. The new translation is more natural and easier to read.	Of the 27 Saudi artists, their works account for more than 40% of the total number of exhibits, including paintings, installations and performance art. The works of 12 Chinese artists are also attracting attention. Some artists use recycled materials in a novel way to create works, such as Xu Bing's The Endless Picture of Mountains and Rivers in the Series of Stories Behind (2014), which reconstructs a classic landscape painting with waste.	Of the 27 Saudi artists, their works account for more than 40% of the total number of exhibits, including paintings, installations and performance art. The works of 12 Chinese artists are also attracting attention. Some artists use recycled materials in a novel way to create works, such as Xu Bing's The Endless Picture of Mountains and Rivers in the Series of Stories Behind (2014), which reconstructs a classic landscape painting with waste.	English	Completed		203	0.5	1699541364823	1699541568127	1699541364823	1699541568127	56225225	b...r@gmail.com	2	1	Completed	1699541568127
167599221	56188994894	8649972428	草本花诗谱【正版书籍 闪电发货】	0.5	Chinese_Simplified (CN)	0	unknown_source	Illustrations of Herbaceous Flowers and Poems [Authentic Book, Fast Shipping]	草本花诗谱【正版书籍 闪电发货】	草本花诗谱【正版书籍 闪电发货】	false	Chinese	false	Herbal Flower Poetry [Original Book Lightning Delivery]	Herbal Flower Poetry [Original Book Lightning Delivery]	Herbal Flower Poetry [Original Book Lightning Delivery]草本花诗谱 -> Herbal Flower Poetry正版书籍 -> Original Book闪电发货 -> Lightning Delivery	Herbal Flower Poetry [Original Book Lightning Delivery]草本花诗谱 -> Herbal Flower Poetry正版书籍 -> Original Book闪电发货 -> Lightning Delivery	English	Completed		30	0.5	1699605567235	1699605596932	1699605567235	1699605596932	53300797	q...5@gmail.com	6	4	Completed	1699605596932
167599221	56188994895	8650742161	正版现货 世纪见证人 伟大的译员达尼卡 塞莱斯科维奇 人物纪实文学 传记文学 同声传译 语言翻译师生参考书籍 研究出版社	0.5	Chinese_Simplified (CN)	0	unknown_source	Authentic Spot Goods, Witness of the Century, Great Interpreter DANICA SELESKOVITCH, character documentary literature, biography, simultaneous interpretation, reference book for language translation teachers and students, Research Publishing Company	正版现货 世纪见证人 伟大的译员达尼卡 塞莱斯科维奇 人物纪实文学 传记文学 同声传译 语言翻译师生参考书籍 研究出版社	正版现货 世纪见证人 伟大的译员达尼卡 塞莱斯科维奇 人物纪实文学 传记文学 同声传译 语言翻译师生参考书籍 研究出版社	false	Chinese	false	Century Witness: Great Translator Danica Seleskovic: Non-fiction, Biography, Simultaneous Interpretation, Language Translation, Reference Books for Teachers and Students, Research Publishing	Century Witness: Great Translator Danica Seleskovic: Non-fiction, Biography, Simultaneous Interpretation, Language Translation, Reference Books for Teachers and Students, Research Publishing	Century Witness Great Translator Danica Seleskovic Non-fiction, Biography, Simultaneous Interpretation, Language Translation, Reference Books for Teachers and Students, Research Publishing	Century Witness Great Translator Danica Seleskovic Non-fiction, Biography, Simultaneous Interpretation, Language Translation, Reference Books for Teachers and Students, Research Publishing	English	Completed		59	0.5	1699589454179	1699589513155	1699589454179	1699589513155	56225225	b...r@gmail.com	2	2	Completed	1699589513155
167599221	56188994896	8650144611	钢琴技巧练习指南【正版书籍 闪电发货】	0.5	Chinese_Simplified (CN)	0	unknown_source	Piano Skills Practice Guide [Authentic Book, Fast Shipping]	钢琴技巧练习指南【正版书籍 闪电发货】	钢琴技巧练习指南【正版书籍 闪电发货】	false	Chinese	false	Piano Technique Practice Guide [Original Book Lightning Delivery]	Piano Technique Practice Guide [Original Book Lightning Delivery]	Piano Technique Practice Guide [Original Book]	Piano Technique Practice Guide [Original Book]	English	Completed		35	0.5	1699586397997	1699586432857	1699586397997	1699586432857	56225225	b...r@gmail.com	2	2	Completed	1699586432857
167599221	56188994897	8650683007	还有一点，我特别讨厌投影厂商拿漫反射对眼睛好这种当卖点，拜托，眼睛能够看到的幕布上的光线对于眼睛而言就是直射光，你漫反射到天花板上，眼睛也看不到，非要较真液晶电视也是漫“直射”，打开电视天花板不也被照亮吗？	0.5	Chinese_Simplified (CN)	0	unknown_source	Another point is that I especially hate it when projector manufacturers using “diffuse reflection is good for the eyes” as a selling point; please, eyes can see the light on the screen means that it is direct light to the eyes; when it hit the ceiling, eyes cannot see it; if you want to be serious about it, then LCD TV also uses diffused “direct light”; isn’t the ceiling also illuminated when you turn on the TV?	还有一点，我特别讨厌投影厂商拿漫反射对眼睛好这种当卖点，拜托，眼睛能够看到的幕布上的光线对于眼睛而言就是直射光，你漫反射到天花板上，眼睛也看不到，非要较真液晶电视也是漫“直射”，打开电视天花板不也被照亮吗？	还有一点，我特别讨厌投影厂商拿漫反射对眼睛好这种当卖点，拜托，眼睛能够看到的幕布上的光线对于眼睛而言就是直射光，你漫反射到天花板上，眼睛也看不到，非要较真液晶电视也是漫“直射”，打开电视天花板不也被照亮吗？	false	Chinese	false	"And one more thing, I particularly hate the projector manufacturers taking the diffuse reflection is good for the eyes as a selling point. Please, the light on the screen that the eyes can see is direct light for the eyes. You diffuse it to the ceiling, and the eyes can't see it. If you want to be serious, liquid crystal TV is also diffuse ""direct"". When you turn on the TV, the ceiling is also illuminated, isn't it?"	"And one more thing, I particularly hate the projector manufacturers taking the diffuse reflection is good for the eyes as a selling point. Please, the light on the screen that the eyes can see is direct light for the eyes. You diffuse it to the ceiling, and the eyes can't see it. If you want to be serious, liquid crystal TV is also diffuse ""direct"". When you turn on the TV, the ceiling is also illuminated, isn't it?"	"And one more thing, I particularly hate the projector manufacturers taking the diffuse reflection is good for the eyes as a selling point. Please, the light on the screen that the eyes can see is direct light for the eyes. You diffuse the reflection to the ceiling, and the eyes cannot see it. If you want to be serious, liquid crystal TV is also diffused ""direct"". When you turn on the TV, the ceiling is also illuminated, isn't it?"	"And one more thing, I particularly hate the projector manufacturers taking the diffuse reflection is good for the eyes as a selling point. Please, the light on the screen that the eyes can see is direct light for the eyes. You diffuse the reflection to the ceiling, and the eyes cannot see it. If you want to be serious, liquid crystal TV is also diffused ""direct"". When you turn on the TV, the ceiling is also illuminated, isn't it?"	English	Completed		44	0.5	1699588351576	1699588395770	1699588351576	1699588395770	56225225	b...r@gmail.com	1	2	Completed	1699588395770
167599221	56188994898	8650772523	一级造价初始注册，继续教育学时问题你遇到了吗?	0.5	Chinese_Simplified (CN)	0	unknown_source	In the initial registration of Class 1 cost, have you encountered problems in terms of the class hours of further education?	一级造价初始注册，继续教育学时问题你遇到了吗?	一级造价初始注册，继续教育学时问题你遇到了吗?	false	Chinese	false	Have you encountered the problem of initial registration and continuing education hours for first-class cost?	Have you encountered the problem of initial registration and continuing education hours for first-class cost?	Have you encountered the problem of initial registration and continuing education hours for first-class cost engineering?	Have you encountered the problem of initial registration and continuing education hours for first-class cost engineering?	English	Completed		30	0.5	1699589157516	1699589187209	1699589157516	1699589187209	56225225	b...r@gmail.com	2	1	Completed	1699589187209
167599221	56188994899	9197810848	非常感谢占鹰、敬玲的五星点评，两位都是非常有想法、有创意的新人，我们就是创意工作室，只要顾客喜欢我们都尽百分二百的力去完成，感恩相识相遇	0.5	Chinese_Simplified (CN)	0	unknown_source	Thank you to Zhanying and Jinglung for your five-star reviews, you are both creative new comers; we are a creative studio, and as long as customers like it, we will give our 200% to do it; we are grateful for meeting you.	非常感谢占鹰、敬玲的五星点评，两位都是非常有想法、有创意的新人，我们就是创意工作室，只要顾客喜欢我们都尽百分二百的力去完成，感恩相识相遇	非常感谢占鹰、敬玲的五星点评，两位都是非常有想法、有创意的新人，我们就是创意工作室，只要顾客喜欢我们都尽百分二百的力去完成，感恩相识相遇	false	Chinese	false	"""We are very grateful for the five-star review from Zhang Ying and Jing Ling. Both of them are very creative and innovative newcomers. We are a creative studio. As long as the customers like it, we will do our best to complete it. We are grateful for meeting each other."""	"""We are very grateful for the five-star review from Zhang Ying and Jing Ling. Both of them are very creative and innovative newcomers. We are a creative studio. As long as the customers like it, we will do our best to complete it. We are grateful for meeting each other."""	We are very grateful for the five-star review from Zhang Ying and Jing Ling. Both of them are very creative and innovative newcomers. We are a creative studio. As long as the customers like it, we will do our best to complete it.	We are very grateful for the five-star review from Zhang Ying and Jing Ling. Both of them are very creative and innovative newcomers. We are a creative studio. As long as the customers like it, we will do our best to complete it.	English	Completed		66	0.5	1699540050431	1699540116222	1699540050431	1699540116222	56225225	b...r@gmail.com	3	2	Completed	1699540116222
167599221	56188994900	10650517075	中国儿童中心副主任李忠明在２０日举行的２０１６年“六一”儿童节媒体通气会上介绍说 ， “ 爱家创酷”儿童未来学习嘉年华是今年中国儿童中心庆“六一”的重点活动。	0.5	Chinese_Simplified (CN)	0	unknown_source	According to the introduction from Li Zhongming, Deputy Director of China Children’s Center, at the 2016 “Children’s Day” media exchange meeting held on May 20, “Cool Maker Loves Family” carnival of children’s future learning is a key activity held by China Children’s Center for “Children’s Day”.	中国儿童中心副主任李忠明在２０日举行的２０１６年“六一”儿童节媒体通气会上介绍说 ， “ 爱家创酷”儿童未来学习嘉年华是今年中国儿童中心庆“六一”的重点活动。	中国儿童中心副主任李忠明在２０日举行的２０１６年“六一”儿童节媒体通气会上介绍说 ， “ 爱家创酷”儿童未来学习嘉年华是今年中国儿童中心庆“六一”的重点活动。	false	Chinese	false	"Li Zhongming, deputy director of the China Children's Center, said at a media briefing on the 20th that the ""Love Home Creative"" Children's Future Learning Carnival is the key event of the China Children's Center's celebration of the June 1 Children's Day this year."	"Li Zhongming, deputy director of the China Children's Center, said at a media briefing on the 20th that the ""Love Home Creative"" Children's Future Learning Carnival is the key event of the China Children's Center's celebration of the June 1 Children's Day this year."	"Li Zhongming, deputy director of the China Children's Center, introduced at a media briefing on the 20th that the ""Love Home Creative Children's Future Learning Carnival"" is the key event of the China Children's Center's celebration of the June 1 Children's Day this year."	"Li Zhongming, deputy director of the China Children's Center, introduced at a media briefing on the 20th that the ""Love Home Creative Children's Future Learning Carnival"" is the key event of the China Children's Center's celebration of the June 1 Children's Day this year."	English	Completed		34	0.5	1699588316376	1699588350321	1699588316376	1699588350321	56225225	b...r@gmail.com	2	3	Completed	1699588350321
167599221	56188994901	10650303506	那个麦乐鸡要是就干吃，会好难吃的	0.5	Chinese_Simplified (CN)	0	unknown_source	The McNuggets would taste horrible without the sauce.	那个麦乐鸡要是就干吃，会好难吃的	那个麦乐鸡要是就干吃，会好难吃的	false	Chinese	false	"""The chicken nuggets are really hard to eat by themselves."""	"""The chicken nuggets are really hard to eat by themselves."""	"""The chicken nuggets are really hard to eat on their own."""	"""The chicken nuggets are really hard to eat on their own."""	English	Completed		37	0.5	1699519906895	1699519943543	1699519906895	1699519943543	53300797	q...5@gmail.com	2	2	Completed	1699519943543
167599221	56188994902	8650001333	月经结束后的子宫内膜最薄，之后慢慢变厚，可以理解为子宫是房子，每个月建房子（内膜变厚）准备迎接客人，客人没有来，全部拆掉（月经排出）下个月再建新房子，周而复始。	0.5	Chinese_Simplified (CN)	0	unknown_source	After menstruation, the endometrium is the thinnest, and then it gradually thickens; you may think that the uterus is a house; you build a house every month (the endometrium thickens) to prepare for guests, and if the guests do not come, all of them are demolished (menstruation flows out) and a new house is built next month, which starts again and again.	月经结束后的子宫内膜最薄，之后慢慢变厚，可以理解为子宫是房子，每个月建房子（内膜变厚）准备迎接客人，客人没有来，全部拆掉（月经排出）下个月再建新房子，周而复始。	月经结束后的子宫内膜最薄，之后慢慢变厚，可以理解为子宫是房子，每个月建房子（内膜变厚）准备迎接客人，客人没有来，全部拆掉（月经排出）下个月再建新房子，周而复始。	false	Chinese	false	The endometrium is thinnest after menstruation, and then gradually thickens. It can be understood as the uterus being a house, and a new house is built every month (the endometrium thickens) to welcome guests. If the guests do not come, the house is demolished (menstruation is discharged). A new house is built next month, and the cycle continues.	The endometrium is thinnest after menstruation, and then gradually thickens. It can be understood as the uterus being a house, and a new house is built every month (the endometrium thickens) to welcome guests. If the guests do not come, the house is demolished (menstruation is discharged). A new house is built next month, and the cycle continues.	The endometrium is thinnest after menstruation, and then gradually thickens. It can be understood that the uterus is a house, and a house is built every month (the endometrium thickens) to welcome guests. If the guests do not come, the house is demolished (menstruation is discharged). A new house is built next month, and the cycle continues.	The endometrium is thinnest after menstruation, and then gradually thickens. It can be understood that the uterus is a house, and a house is built every month (the endometrium thickens) to welcome guests. If the guests do not come, the house is demolished (menstruation is discharged). A new house is built next month, and the cycle continues.	English	Completed		60	0.5	1699520327383	1699520387823	1699520327383	1699520387823	53300797	q...5@gmail.com	6	6	Completed	1699520387823
167599221	56188994903	8649948803	青海湖裸鲤资源蕴藏量今年增加0.71万吨-新华网	0.5	Chinese_Simplified (CN)	0	unknown_source	The reserves of gymnocypris przewalskii resources in the Qinghai Lake have increased by 7.1 thousand tons - Xinhuanet	青海湖裸鲤资源蕴藏量今年增加0.71万吨-新华网	青海湖裸鲤资源蕴藏量今年增加0.71万吨-新华网	false	Chinese	false	Qinghai Lake naked carp resources increase by 7,100 tons this year - Xinhuanet	Qinghai Lake naked carp resources increase by 7,100 tons this year - Xinhuanet	Qinghai Lake naked carp resources increase by 7,100 tons this year - Xinhua	Qinghai Lake naked carp resources increase by 7,100 tons this year - Xinhua	English	Completed		35	0.5	1699589890232	1699589925027	1699589890232	1699589925027	56225225	b...r@gmail.com	4	3	Completed	1699589925027
167599221	56188994904	8650000857	中国绘画史【正版书籍 闪电发货】	0.5	Chinese_Simplified (CN)	0	unknown_source	History of Chinese Paintings [Authentic Book, Fast Shipping]	中国绘画史【正版书籍 闪电发货】	中国绘画史【正版书籍 闪电发货】	false	Chinese	false	History of Chinese Painting【Original Book Lightning Delivery】	History of Chinese Painting【Original Book Lightning Delivery】	History of Chinese Painting【Original Book Fast Delivery】	History of Chinese Painting【Original Book Fast Delivery】	English	Completed		19	0.5	1699519584567	1699519603681	1699519584567	1699519603681	57056787	f...r@gmail.com	4	4	Completed	1699519603681
167599221	56188994905	8650105211	为了保护三江源地区和青海湖水域生态环境、保护水生野生动物，维护青藏高原生物多样性，今年以来，青海先后发布长江、黄河、青海湖重点水域禁捕通告，构建起了“一江一河一湖”全面禁捕管理体系。	0.5	Chinese_Simplified (CN)	0	unknown_source	In order to protect the ecological environment of the three rivers area and the waters of Qinghai Lake, protect aquatic wildlife, and maintain the biodiversity of the Qinghai Tibet Plateau, Qinghai has issued a notice banning fishing in the key waters of the Yangtze River, the Yellow River, and Qinghai Lake since this year, and established a comprehensive management system of fishing ban of “one river, one river, and one lake”.	为了保护三江源地区和青海湖水域生态环境、保护水生野生动物，维护青藏高原生物多样性，今年以来，青海先后发布长江、黄河、青海湖重点水域禁捕通告，构建起了“一江一河一湖”全面禁捕管理体系。	为了保护三江源地区和青海湖水域生态环境、保护水生野生动物，维护青藏高原生物多样性，今年以来，青海先后发布长江、黄河、青海湖重点水域禁捕通告，构建起了“一江一河一湖”全面禁捕管理体系。	false	Chinese	false	In order to protect the ecological environment of the Sanjiangyuan region and the Qinghai Lake waters, protect aquatic wildlife, and maintain the biodiversity of the Qinghai-Tibet Plateau, since the beginning of this year, Qinghai has successively issued notices banning fishing in key waters of the Yangtze River, the Yellow River, and Qinghai Lake, and has established a comprehensive fishing ban management system for one river, one river, and one lake.	In order to protect the ecological environment of the Sanjiangyuan region and the Qinghai Lake waters, protect aquatic wildlife, and maintain the biodiversity of the Qinghai-Tibet Plateau, since the beginning of this year, Qinghai has successively issued notices banning fishing in key waters of the Yangtze River, the Yellow River, and Qinghai Lake, and has established a comprehensive fishing ban management system for one river, one river, and one lake.	In order to protect the ecological environment of the Sanjiangyuan region and the Qinghai Lake waters, protect aquatic wildlife, and maintain the biodiversity of the Qinghai-Tibet Plateau, since the beginning of this year, Qinghai has successively issued notices banning fishing in key waters of the Yangtze River, the Yellow River, and Qinghai Lake, and has established a comprehensive fishing ban management system for one river, one lake, and one lake.	In order to protect the ecological environment of the Sanjiangyuan region and the Qinghai Lake waters, protect aquatic wildlife, and maintain the biodiversity of the Qinghai-Tibet Plateau, since the beginning of this year, Qinghai has successively issued notices banning fishing in key waters of the Yangtze River, the Yellow River, and Qinghai Lake, and has established a comprehensive fishing ban management system for one river, one lake, and one lake.	English	Completed		35	0.5	1699520388792	1699520423965	1699520388792	1699520423965	57056787	f...r@gmail.com	4	4	Completed	1699520423965
167599221	56188994906	10650124308	3.国产xxx，是原厂在中国生产的吗？	0.5	Chinese_Simplified (CN)	0	unknown_source	3. Is domestic made xxx made in an original factory in China?	3.国产xxx，是原厂在中国生产的吗？	3.国产xxx，是原厂在中国生产的吗？	false	Chinese	false	3. Is the original factory of xxx in China?	3. Is the original factory of xxx in China?	3. Is xxx made in China?	3. Is xxx made in China?	English	Completed		24	0.5	1699518418315	1699518442222	1699518418315	1699518442222	57056787	f...r@gmail.com	5	3	Completed	1699518442222
167599221	56188994907	8650740822	伊朗总统：若解除对伊制裁 伊核谈判有望达成协议-新华网	0.5	Chinese_Simplified (CN)	0	unknown_source	President of Iran: an agreement may be reached after talks on Iran nuclear issue if the sanctions on Iran are lifted - Xinhuanet	伊朗总统：若解除对伊制裁 伊核谈判有望达成协议-新华网	伊朗总统：若解除对伊制裁 伊核谈判有望达成协议-新华网	false	Chinese	false	Iran's nuclear talks can reach agreement if sanctions are lifted: president - Xinhua	Iran's nuclear talks can reach agreement if sanctions are lifted: president - Xinhua	Iran nuclear talks can reach agreement if sanctions lifted - president - Xinhua	Iran nuclear talks can reach agreement if sanctions lifted - president - Xinhua	English	Completed		34	0.5	1699586474972	1699586508971	1699586474972	1699586508971	56225225	b...r@gmail.com	3	2	Completed	1699586508971
167599221	56188994908	8649972551	居然之家还是需要提升，有很多地方都没有开发。	0.5	Chinese_Simplified (CN)	0	unknown_source	Easyhome still needs to be improved with a lot of spaces to be developed.	居然之家还是需要提升，有很多地方都没有开发。	居然之家还是需要提升，有很多地方都没有开发。	false	Chinese	false	"""Jiranzhijia still needs to be improved, and there are many places that have not been developed yet."""	"""Jiranzhijia still needs to be improved, and there are many places that have not been developed yet."""	"""Jiranzhijia still needs to be improved, and there are many places that have not been developed."" is a major mistranslation error. The correct translation is:""Jiranzhijia still needs to be improved, and there are many places that have not been developed."""	"""Jiranzhijia still needs to be improved, and there are many places that have not been developed."" is a major mistranslation error. The correct translation is:""Jiranzhijia still needs to be improved, and there are many places that have not been developed."""	English	Completed		30	0.5	1699606073427	1699606103151	1699606073427	1699606103151	53300797	q...5@gmail.com	2	2	Completed	1699606103151
167599221	56188994909	8650689538	【正版书籍】【小译林中小学阅读丛书】设计，无处不在（入选《中小学生阅读指导目录》）【可开发票】	0.5	Chinese_Simplified (CN)	0	unknown_source	[Authentic books] [Little Yilin Middle and Primary School Reading Series] Design, Everywhere (Selected into Middle and Primary School Reading Guidance Directory) [invoice available]	【正版书籍】【小译林中小学阅读丛书】设计，无处不在（入选《中小学生阅读指导目录》）【可开发票】	【正版书籍】【小译林中小学阅读丛书】设计，无处不在（入选《中小学生阅读指导目录》）【可开发票】	false	Chinese	false	【Original books】【Little Translation Forest Primary and Secondary School Reading Series】Design, Everywhere (Selected in the Reading Guidance Catalogue for Primary and Secondary School Students)【Can invoice】	【Original books】【Little Translation Forest Primary and Secondary School Reading Series】Design, Everywhere (Selected in the Reading Guidance Catalogue for Primary and Secondary School Students)【Can invoice】	【Original books】【Little Translation Forest Primary and Secondary School Reading Series】Design, Everywhere (Selected in the Reading Guidance Catalogue for Primary and Secondary School Students)【Invoice available】	【Original books】【Little Translation Forest Primary and Secondary School Reading Series】Design, Everywhere (Selected in the Reading Guidance Catalogue for Primary and Secondary School Students)【Invoice available】	English	Completed		30	0.5	1699606466106	1699606496383	1699606466106	1699606496383	53300797	q...5@gmail.com	4	6	Completed	1699606496383
